make,model,year,engine_hp,engine_cylinders,transmission_type,vehicle_style,highway_mpg,city_mpg,price,above_average
Volvo,240,1992,114.0,4.0,MANUAL,Sedan,26,19,2000,0
Volvo,240,1993,114.0,4.0,MANUAL,Sedan,26,19,2000,0
Volvo,240,1993,114.0,4.0,MANUAL,Wagon,25,18,2000,0
Mazda,2,2012,100.0,4.0,MANUAL,4dr Hatchback,35,29,16020,0
Mazda,2,2012,100.0,4.0,MANUAL,4dr Hatchback,35,29,14530,0
Mazda,2,2012,100.0,4.0,AUTOMATIC,4dr Hatchback,34,28,16860,0
Mazda,2,2012,100.0,4.0,AUTOMATIC,4dr Hatchback,34,28,15370,0
Mazda,2,2013,100.0,4.0,AUTOMATIC,4dr Hatchback,34,28,17050,0
Mazda,2,2013,100.0,4.0,AUTOMATIC,4dr Hatchback,34,28,15560,0
Mazda,2,2013,100.0,4.0,MANUAL,4dr Hatchback,35,29,16210,0
Mazda,2,2013,100.0,4.0,MANUAL,4dr Hatchback,35,29,14720,0
Mazda,2,2014,100.0,4.0,AUTOMATIC,4dr Hatchback,34,28,17050,0
Mazda,2,2014,100.0,4.0,AUTOMATIC,4dr Hatchback,34,28,15560,0
Mazda,2,2014,100.0,4.0,MANUAL,4dr Hatchback,35,29,16210,0
Mazda,2,2014,100.0,4.0,MANUAL,4dr Hatchback,35,29,14720,0
BMW,3 Series Gran Turismo,2015,300.0,6.0,AUTOMATIC,4dr Hatchback,30,20,47250,1
BMW,3 Series Gran Turismo,2015,240.0,4.0,AUTOMATIC,4dr Hatchback,33,22,41850,1
BMW,3 Series Gran Turismo,2015,240.0,4.0,AUTOMATIC,4dr Hatchback,33,22,41850,1
BMW,3 Series Gran Turismo,2016,240.0,4.0,AUTOMATIC,4dr Hatchback,34,22,43000,1
BMW,3 Series Gran Turismo,2016,300.0,6.0,AUTOMATIC,4dr Hatchback,30,20,49200,1
BMW,3 Series Gran Turismo,2017,320.0,6.0,AUTOMATIC,4dr Hatchback,30,20,49650,1
BMW,3 Series Gran Turismo,2017,248.0,4.0,AUTOMATIC,4dr Hatchback,33,23,43950,1
BMW,3 Series,2015,241.0,4.0,AUTOMATIC,Wagon,33,22,41950,1
BMW,3 Series,2015,335.0,6.0,AUTOMATIC,Sedan,33,25,50150,1
BMW,3 Series,2015,240.0,4.0,AUTOMATIC,Sedan,35,23,37500,0
BMW,3 Series,2015,300.0,6.0,AUTOMATIC,Sedan,32,21,43750,1
BMW,3 Series,2015,180.0,4.0,AUTOMATIC,Sedan,45,32,39000,0
BMW,3 Series,2015,240.0,4.0,AUTOMATIC,Sedan,33,22,39500,0
BMW,3 Series,2015,240.0,4.0,AUTOMATIC,Sedan,33,22,39500,0
BMW,3 Series,2015,180.0,4.0,AUTOMATIC,Sedan,35,23,34950,0
BMW,3 Series,2015,300.0,6.0,AUTOMATIC,Sedan,30,20,45750,1
BMW,3 Series,2015,180.0,4.0,AUTOMATIC,Wagon,43,31,43450,1
BMW,3 Series,2015,240.0,4.0,AUTOMATIC,Sedan,35,23,37500,0
BMW,3 Series,2015,180.0,4.0,AUTOMATIC,Sedan,43,31,41000,1
BMW,3 Series,2015,180.0,4.0,AUTOMATIC,Sedan,36,24,32950,0
BMW,3 Series,2016,180.0,4.0,AUTOMATIC,Sedan,40,30,41850,1
BMW,3 Series,2016,320.0,6.0,AUTOMATIC,Sedan,33,22,47800,1
BMW,3 Series,2016,180.0,4.0,AUTOMATIC,Sedan,42,32,39850,0
BMW,3 Series,2016,240.0,4.0,AUTOMATIC,Sedan,34,22,38350,0
BMW,3 Series,2016,240.0,4.0,AUTOMATIC,Sedan,34,22,40350,0
BMW,3 Series,2016,240.0,4.0,MANUAL,Sedan,34,22,38350,0
BMW,3 Series,2016,240.0,4.0,AUTOMATIC,Wagon,34,22,42650,1
BMW,3 Series,2016,180.0,4.0,AUTOMATIC,Sedan,36,24,33150,0
BMW,3 Series,2016,180.0,4.0,AUTOMATIC,Sedan,35,23,35150,0
BMW,3 Series,2016,180.0,4.0,AUTOMATIC,Wagon,40,30,44150,1
BMW,3 Series,2016,320.0,6.0,AUTOMATIC,Sedan,33,22,45800,1
BMW,3 Series,2017,248.0,4.0,AUTOMATIC,Sedan,34,23,38750,0
BMW,3 Series,2017,180.0,4.0,AUTOMATIC,Sedan,34,23,35450,0
BMW,3 Series,2017,180.0,4.0,AUTOMATIC,Sedan,35,23,33450,0
BMW,3 Series,2017,248.0,4.0,AUTOMATIC,Sedan,33,23,40750,1
BMW,3 Series,2017,180.0,4.0,AUTOMATIC,Sedan,40,30,42250,1
BMW,3 Series,2017,248.0,4.0,AUTOMATIC,Wagon,33,23,42950,1
BMW,3 Series,2017,180.0,4.0,AUTOMATIC,Sedan,42,32,40250,0
BMW,3 Series,2017,320.0,6.0,AUTOMATIC,Sedan,31,21,49900,1
BMW,3 Series,2017,320.0,6.0,AUTOMATIC,Sedan,32,21,47900,1
BMW,3 Series,2017,180.0,4.0,AUTOMATIC,Wagon,40,30,44450,1
Mercedes-Benz,300-Class,1991,177.0,6.0,AUTOMATIC,Sedan,19,15,2232,0
Mercedes-Benz,300-Class,1991,177.0,6.0,AUTOMATIC,Wagon,20,15,2000,0
Mercedes-Benz,300-Class,1991,158.0,6.0,AUTOMATIC,Sedan,22,17,2000,0
Mercedes-Benz,300-Class,1991,177.0,6.0,AUTOMATIC,Sedan,20,15,2105,0
Mercedes-Benz,300-Class,1991,177.0,6.0,AUTOMATIC,Wagon,18,15,2199,0
Mercedes-Benz,300-Class,1991,177.0,6.0,AUTOMATIC,Sedan,22,16,2000,0
Mercedes-Benz,300-Class,1991,177.0,6.0,AUTOMATIC,Sedan,19,15,2124,0
Mercedes-Benz,300-Class,1991,228.0,6.0,MANUAL,Convertible,21,14,3552,0
Mercedes-Benz,300-Class,1991,217.0,6.0,AUTOMATIC,Coupe,22,15,2179,0
Mercedes-Benz,300-Class,1991,121.0,5.0,AUTOMATIC,Sedan,30,23,2000,0
Mercedes-Benz,300-Class,1992,121.0,5.0,AUTOMATIC,Sedan,29,23,2000,0
Mercedes-Benz,300-Class,1992,228.0,6.0,AUTOMATIC,Sedan,17,14,2377,0
Mercedes-Benz,300-Class,1992,228.0,6.0,MANUAL,Convertible,21,15,3814,0
Mercedes-Benz,300-Class,1992,177.0,6.0,AUTOMATIC,Sedan,19,15,2207,0
Mercedes-Benz,300-Class,1992,177.0,6.0,AUTOMATIC,Wagon,20,15,2000,0
Mercedes-Benz,300-Class,1992,217.0,6.0,AUTOMATIC,Coupe,21,15,2248,0
Mercedes-Benz,300-Class,1992,177.0,6.0,AUTOMATIC,Sedan,22,16,2065,0
Mercedes-Benz,300-Class,1992,148.0,6.0,AUTOMATIC,Sedan,22,18,2547,0
Mercedes-Benz,300-Class,1992,177.0,6.0,AUTOMATIC,Wagon,18,15,2282,0
Mercedes-Benz,300-Class,1992,158.0,6.0,AUTOMATIC,Sedan,23,18,2000,0
Mercedes-Benz,300-Class,1993,177.0,6.0,AUTOMATIC,Wagon,19,15,2544,0
Mercedes-Benz,300-Class,1993,217.0,6.0,AUTOMATIC,Coupe,22,17,2397,0
Mercedes-Benz,300-Class,1993,121.0,5.0,AUTOMATIC,Sedan,30,23,2000,0
Mercedes-Benz,300-Class,1993,228.0,6.0,MANUAL,Convertible,21,14,4174,0
Mercedes-Benz,300-Class,1993,217.0,6.0,AUTOMATIC,Sedan,22,17,2187,0
Mercedes-Benz,300-Class,1993,148.0,6.0,AUTOMATIC,Sedan,22,18,2729,0
Mercedes-Benz,300-Class,1993,177.0,6.0,AUTOMATIC,Sedan,19,15,2433,0
Mercedes-Benz,300-Class,1993,194.0,6.0,AUTOMATIC,Sedan,23,17,2247,0
Mercedes-Benz,300-Class,1993,228.0,6.0,AUTOMATIC,Sedan,18,14,2540,0
Mitsubishi,3000GT,1997,218.0,6.0,MANUAL,2dr Hatchback,23,17,3941,0
Mitsubishi,3000GT,1997,161.0,6.0,MANUAL,2dr Hatchback,22,17,3295,0
Mitsubishi,3000GT,1997,320.0,6.0,MANUAL,2dr Hatchback,22,16,6008,0
Mitsubishi,3000GT,1998,320.0,6.0,MANUAL,2dr Hatchback,22,16,6710,0
Mitsubishi,3000GT,1998,161.0,6.0,MANUAL,2dr Hatchback,22,17,3701,0
Mitsubishi,3000GT,1998,218.0,6.0,MANUAL,2dr Hatchback,23,17,4671,0
Mitsubishi,3000GT,1999,218.0,6.0,MANUAL,2dr Hatchback,23,17,5306,0
Mitsubishi,3000GT,1999,320.0,6.0,MANUAL,2dr Hatchback,22,16,7600,0
Mitsubishi,3000GT,1999,161.0,6.0,MANUAL,2dr Hatchback,22,17,4090,0
Chrysler,300,2015,300.0,6.0,AUTOMATIC,Sedan,27,18,37570,0
Chrysler,300,2015,292.0,6.0,AUTOMATIC,Sedan,31,19,31695,0
Chrysler,300,2015,292.0,6.0,AUTOMATIC,Sedan,31,19,38070,0
Chrysler,300,2015,292.0,6.0,AUTOMATIC,Sedan,27,18,44895,1
Chrysler,300,2015,300.0,6.0,AUTOMATIC,Sedan,31,19,35070,0
Chrysler,300,2015,292.0,6.0,AUTOMATIC,Sedan,31,19,42395,1
Chrysler,300,2015,292.0,6.0,AUTOMATIC,Sedan,27,18,34195,0
Chrysler,300,2015,292.0,6.0,AUTOMATIC,Sedan,27,18,40570,0
Chrysler,300,2016,300.0,6.0,AUTOMATIC,Sedan,27,18,38095,0
Chrysler,300,2016,300.0,6.0,AUTOMATIC,Sedan,31,19,35595,0
Chrysler,300,2016,292.0,6.0,AUTOMATIC,Sedan,27,18,45190,1
Chrysler,300,2016,292.0,6.0,AUTOMATIC,Sedan,31,19,32260,0
Chrysler,300,2016,292.0,6.0,AUTOMATIC,Sedan,27,18,37755,0
Chrysler,300,2016,292.0,6.0,AUTOMATIC,Sedan,27,18,41055,1
Chrysler,300,2016,300.0,6.0,AUTOMATIC,Sedan,31,19,36090,0
Chrysler,300,2016,292.0,6.0,AUTOMATIC,Sedan,31,19,42690,1
Chrysler,300,2016,292.0,6.0,AUTOMATIC,Sedan,31,19,38555,0
Chrysler,300,2016,292.0,6.0,AUTOMATIC,Sedan,31,19,35255,0
Chrysler,300,2016,300.0,6.0,AUTOMATIC,Sedan,27,18,38590,0
Chrysler,300,2016,292.0,6.0,AUTOMATIC,Sedan,27,18,34760,0
Chrysler,300,2017,292.0,6.0,AUTOMATIC,Sedan,27,18,41135,1
Chrysler,300,2017,292.0,6.0,AUTOMATIC,Sedan,27,18,45270,1
Chrysler,300,2017,300.0,6.0,AUTOMATIC,Sedan,27,18,38670,0
Chrysler,300,2017,292.0,6.0,AUTOMATIC,Sedan,30,19,38635,0
Chrysler,300,2017,300.0,6.0,AUTOMATIC,Sedan,30,19,36170,0
Chrysler,300,2017,300.0,6.0,AUTOMATIC,Sedan,27,18,38175,0
Chrysler,300,2017,292.0,6.0,AUTOMATIC,Sedan,30,19,32340,0
Chrysler,300,2017,292.0,6.0,AUTOMATIC,Sedan,30,19,42770,1
Chrysler,300,2017,292.0,6.0,AUTOMATIC,Sedan,27,18,34840,0
Chrysler,300,2017,300.0,6.0,AUTOMATIC,Sedan,30,19,35675,0
Chrysler,300M,2002,250.0,6.0,AUTOMATIC,Sedan,24,16,32065,0
Chrysler,300M,2002,250.0,6.0,AUTOMATIC,Sedan,24,16,28540,0
Chrysler,300M,2003,255.0,6.0,AUTOMATIC,Sedan,25,16,32315,0
Chrysler,300M,2003,250.0,6.0,AUTOMATIC,Sedan,25,16,28885,0
Chrysler,300M,2004,250.0,6.0,AUTOMATIC,Sedan,25,16,29185,0
Chrysler,300M,2004,255.0,6.0,AUTOMATIC,Sedan,25,16,32615,0
Nissan,300ZX,1994,222.0,6.0,MANUAL,Convertible,22,16,2847,0
Nissan,300ZX,1994,222.0,6.0,MANUAL,Coupe,22,16,2488,0
Nissan,300ZX,1994,300.0,6.0,MANUAL,2dr Hatchback,22,16,2683,0
Nissan,300ZX,1994,222.0,6.0,MANUAL,Coupe,22,16,2553,0
Nissan,300ZX,1995,300.0,6.0,MANUAL,Coupe,22,16,3049,0
Nissan,300ZX,1995,222.0,6.0,MANUAL,Coupe,22,17,2774,0
Nissan,300ZX,1995,222.0,6.0,MANUAL,Coupe,22,17,2702,0
Nissan,300ZX,1995,222.0,6.0,MANUAL,Convertible,22,17,3101,0
Nissan,300ZX,1996,300.0,6.0,MANUAL,Coupe,22,16,3510,0
Nissan,300ZX,1996,222.0,6.0,MANUAL,Coupe,22,17,3107,0
Nissan,300ZX,1996,222.0,6.0,MANUAL,Convertible,22,17,3624,0
Nissan,300ZX,1996,222.0,6.0,MANUAL,Coupe,22,17,3185,0
Mazda,323,1992,82.0,4.0,MANUAL,2dr Hatchback,33,25,2000,0
Mazda,323,1992,82.0,4.0,MANUAL,2dr Hatchback,33,25,2000,0
Mazda,323,1993,82.0,4.0,MANUAL,2dr Hatchback,33,25,2000,0
Mazda,323,1993,82.0,4.0,MANUAL,2dr Hatchback,32,24,2000,0
Mazda,323,1994,82.0,4.0,MANUAL,2dr Hatchback,33,25,2000,0
Mercedes-Benz,350-Class,1990,134.0,6.0,AUTOMATIC,Sedan,23,19,2144,0
Mercedes-Benz,350-Class,1990,134.0,6.0,AUTOMATIC,Sedan,23,19,2098,0
Mercedes-Benz,350-Class,1991,134.0,6.0,AUTOMATIC,Sedan,23,19,2178,0
Mercedes-Benz,350-Class,1991,134.0,6.0,AUTOMATIC,Sedan,23,19,2311,0
Nissan,350Z,2007,306.0,6.0,AUTOMATIC,Convertible,23,17,36550,0
Nissan,350Z,2007,306.0,6.0,AUTOMATIC,Convertible,23,17,41250,1
Nissan,350Z,2007,306.0,6.0,AUTOMATIC,Coupe,24,17,30600,0
Nissan,350Z,2007,306.0,6.0,AUTOMATIC,Coupe,24,17,37100,0
Nissan,350Z,2007,306.0,6.0,MANUAL,Coupe,25,18,27900,0
Nissan,350Z,2007,306.0,6.0,MANUAL,Coupe,25,18,32700,0
Nissan,350Z,2007,306.0,6.0,MANUAL,Convertible,24,17,40250,0
Nissan,350Z,2007,306.0,6.0,MANUAL,Convertible,24,17,35550,0
Nissan,350Z,2007,306.0,6.0,MANUAL,Coupe,25,18,36100,0
Nissan,350Z,2007,306.0,6.0,AUTOMATIC,Coupe,24,17,33200,0
Nissan,350Z,2007,306.0,6.0,MANUAL,Convertible,24,17,37900,0
Nissan,350Z,2007,306.0,6.0,MANUAL,Coupe,25,18,29600,0
Nissan,350Z,2007,306.0,6.0,MANUAL,Coupe,25,18,38070,0
Nissan,350Z,2007,306.0,6.0,AUTOMATIC,Convertible,23,17,38900,0
Nissan,350Z,2008,306.0,6.0,AUTOMATIC,Coupe,24,17,33840,0
Nissan,350Z,2008,306.0,6.0,MANUAL,Convertible,24,17,38630,0
Nissan,350Z,2008,306.0,6.0,AUTOMATIC,Convertible,23,17,39630,0
Nissan,350Z,2008,306.0,6.0,AUTOMATIC,Coupe,24,17,37740,0
Nissan,350Z,2008,306.0,6.0,AUTOMATIC,Convertible,23,17,41980,1
Nissan,350Z,2008,306.0,6.0,MANUAL,Convertible,24,17,36280,0
Nissan,350Z,2008,306.0,6.0,MANUAL,Coupe,25,18,36740,0
Nissan,350Z,2008,306.0,6.0,MANUAL,Convertible,24,17,40980,1
Nissan,350Z,2008,306.0,6.0,MANUAL,Coupe,25,18,38680,0
Nissan,350Z,2008,306.0,6.0,MANUAL,Coupe,25,18,28510,0
Nissan,350Z,2008,306.0,6.0,MANUAL,Coupe,25,18,30210,0
Nissan,350Z,2008,306.0,6.0,AUTOMATIC,Coupe,24,17,31210,0
Nissan,350Z,2008,306.0,6.0,MANUAL,Coupe,25,18,33340,0
Nissan,350Z,2008,306.0,6.0,AUTOMATIC,Convertible,23,17,37280,0
Nissan,350Z,2009,306.0,6.0,MANUAL,Convertible,24,17,41570,1
Nissan,350Z,2009,306.0,6.0,MANUAL,Convertible,24,17,36870,0
Nissan,350Z,2009,306.0,6.0,AUTOMATIC,Convertible,23,17,42570,1
Nissan,350Z,2009,306.0,6.0,AUTOMATIC,Convertible,23,17,37870,0
Nissan,350Z,2009,306.0,6.0,MANUAL,Convertible,24,17,39220,0
Nissan,350Z,2009,306.0,6.0,AUTOMATIC,Convertible,23,17,40220,0
Ferrari,360,2002,400.0,8.0,MANUAL,Convertible,15,10,160829,1
Ferrari,360,2002,400.0,8.0,MANUAL,Coupe,15,10,140615,1
Ferrari,360,2002,400.0,8.0,AUTOMATED_MANUAL,Coupe,15,10,150694,1
Ferrari,360,2002,400.0,8.0,AUTOMATED_MANUAL,Convertible,15,10,170829,1
Ferrari,360,2003,400.0,8.0,MANUAL,Convertible,15,10,165986,1
Ferrari,360,2003,400.0,8.0,AUTOMATED_MANUAL,Coupe,15,10,154090,1
Ferrari,360,2003,400.0,8.0,MANUAL,Coupe,15,10,143860,1
Ferrari,360,2003,400.0,8.0,AUTOMATED_MANUAL,Convertible,15,10,176287,1
Ferrari,360,2004,400.0,8.0,AUTOMATED_MANUAL,Coupe,15,10,157767,1
Ferrari,360,2004,425.0,8.0,AUTOMATED_MANUAL,Coupe,15,10,187124,1
Ferrari,360,2004,400.0,8.0,MANUAL,Coupe,15,10,147332,1
Ferrari,360,2004,400.0,8.0,MANUAL,Convertible,15,10,169900,1
Ferrari,360,2004,400.0,8.0,AUTOMATED_MANUAL,Convertible,15,10,180408,1
Nissan,370Z,2015,350.0,6.0,AUTOMATIC,Coupe,26,19,46790,1
Nissan,370Z,2015,332.0,6.0,MANUAL,Convertible,24,17,48100,1
Nissan,370Z,2015,332.0,6.0,MANUAL,Coupe,26,18,29990,0
Nissan,370Z,2015,332.0,6.0,AUTOMATIC,Convertible,25,18,41820,1
Nissan,370Z,2015,332.0,6.0,AUTOMATIC,Coupe,26,19,31290,0
Nissan,370Z,2015,332.0,6.0,AUTOMATIC,Coupe,26,19,34870,0
Nissan,370Z,2015,332.0,6.0,MANUAL,Coupe,26,18,33570,0
Nissan,370Z,2015,332.0,6.0,AUTOMATIC,Convertible,25,18,46570,1
Nissan,370Z,2015,332.0,6.0,MANUAL,Coupe,26,18,37970,0
Nissan,370Z,2015,332.0,6.0,MANUAL,Coupe,26,18,37070,0
Nissan,370Z,2015,332.0,6.0,AUTOMATIC,Convertible,25,18,49400,1
Nissan,370Z,2015,332.0,6.0,MANUAL,Convertible,24,17,45270,1
Nissan,370Z,2015,332.0,6.0,AUTOMATIC,Coupe,26,19,39270,0
Nissan,370Z,2015,350.0,6.0,MANUAL,Coupe,26,18,45490,1
Nissan,370Z,2015,350.0,6.0,MANUAL,Coupe,26,18,41990,1
Nissan,370Z,2015,332.0,6.0,AUTOMATIC,Coupe,26,19,38370,0
Nissan,370Z,2015,350.0,6.0,AUTOMATIC,Coupe,26,19,43290,1
